text,user,location,date
"What’s a move you regret making this week? For me: not going heavier on $XBI calls, and buying $HOOD instead of… https://t.co/uXYTV2Ubuu",kaitduffy,Manhattan,2022-06-24 10:44:18+00:00
"$SPY  above 384 is bullish and below 384 bearish.
I think spy will 384 and Nasdaq heading to 11900 😀",sebrobitaille99,"Mapple Valley, WA",2022-06-24 10:29:50+00:00
"Banks stress test passed and we are gapping up.

Do you feel bullish or bearish today?

$spy $qqq $nke $upst $mu… https://t.co/1ycydC6kES",JohannesGH,"Miami, FL",2022-06-24 08:06:16+00:00
"$ES_F $SPX $SPY
I see bullish and bearish setup at the same time 😅 Rising wedge or inverse H&amp;S? https://t.co/Eb0xMaOcOk",astrinvestor,Moon,2022-06-24 04:52:33+00:00
"RT @AllenBuyverson: For anyone that cares, I am currently still bearish while SPY respects the channel. This is what I'm seeing, along with…",Moe_Mamba_,"Houston, TX",2022-06-24 04:07:59+00:00
"For anyone that cares, I am currently still bearish while SPY respects the channel. This is what I'm seeing, along… https://t.co/SXGX5ROGIm",AllenBuyverson,"Houston, TX",2022-06-24 03:47:36+00:00
"$SPY bearish under 370, bullish over 380 

Bearish scenario quick trip to 351

Bullish scenario possible 401 upside… https://t.co/eIxwj2xJIJ",JonathanClamp1,"Brevard, NC",2022-06-24 02:07:51+00:00
"$SPY how and the hell is anyone supposed to know what to do. I look and everyone says OMG bearish puts all day, 5 m… https://t.co/ap83fV3blw",MonishaBalaji1,"East Brunswick, NJ",2022-06-24 01:48:35+00:00
"RT @lumiloz: SENTIMENT shift $SPY $QQQ 
Bearish options bets exceed bullish ones for the first time since 2020 https://t.co/87UzDty0kc",AMCGuy1,,2022-06-24 00:53:24+00:00
"SENTIMENT shift $SPY $QQQ 
Bearish options bets exceed bullish ones for the first time since 2020 https://t.co/87UzDty0kc",lumiloz,,2022-06-24 00:51:51+00:00
"$SPY it’s ok to be bearish or bullish, just don’t be bagholder ️",TsaoKeng,"Boulder, CO",2022-06-23 23:47:00+00:00
"$SPY Better yet, wager all your money through me, I will make sure you are not insulted for being bearish or bullish. 🪄",meggie10oct,"Zumbrota, MN",2022-06-23 23:36:28+00:00
@CoreTennis2 $CADOW is divergent to downside. It was still in a late stage bullish base until US markets broke hard… https://t.co/t61Qn33LXG,hammertrades18,"Denver, CO",2022-06-23 23:35:51+00:00
"$SPY if being perma bearish or bullish could make us rich , I would have worn transparent yoga pants everywhere. 🌟",lyke_j,"Gray, LA 🇺🇸🇺🇸🇺🇸",2022-06-23 23:09:20+00:00
Markets have showed some #bullish signs lately but back-tested data seems to suggest that it could be temporary.… https://t.co/Pc1GQsMvbu,StormIQ5,California,2022-06-23 23:07:42+00:00
"Take a breathe and understand this...one can or may be  bearish $spy in short term but bullish small caps as well,… https://t.co/JujlCOyuxz",beach_trades,NYC,2022-06-23 22:51:58+00:00
"RT @SwingTradeBot: Tonight's scans: 56% bullish, 43% bearish. Top 2: Non-ADX 1,2,3,4 Bearish &amp; Pocket Pivot $SPY $QQQ $STUDY https://t.co/i…",AlertTrade,,2022-06-23 22:40:06+00:00
"Spy Above 380-381 bullish. If it rejects here, bearish. For tomorrow",ScalperSquirrel,"California, USA",2022-06-23 22:25:02+00:00
"Tonight's scans: 56% bullish, 43% bearish. Top 2: Non-ADX 1,2,3,4 Bearish &amp; Pocket Pivot $SPY $QQQ $STUDY https://t.co/iaZygyDgaD",SwingTradeBot,,2022-06-23 21:39:19+00:00
Thursday Stock Market Recap: Bullish Alerts:Bearish Alerts 2678:2089 $SPY $QQQ $STUDY https://t.co/jDfB3omYpK,SwingTradeBot,,2022-06-23 21:28:54+00:00
"RT @nopecharts: How'd NOPE do on $SPY today?

- No bullish/bearish signals
- Tons of NOPE violations (white squares)
- Starting NOPE today…",SPW7505,"Irvine, CA",2022-06-23 21:20:05+00:00
"How'd NOPE do on $SPY today?

- No bullish/bearish signals
- Tons of NOPE violations (white squares)
- Starting NOP… https://t.co/SfXf7gGHsa",nopecharts,,2022-06-23 21:14:28+00:00
SPY daily formed a bearish high so there's significant resistance at 379~380. this is a second warning signal. has… https://t.co/rt0aTRh3ar,PhoMagi,,2022-06-23 20:00:19+00:00
@KessInvesting How do you know if it's bullish for spy or bearish for qqq?,Bobby_Grimshaw,,2022-06-23 19:42:30+00:00
"$SPY I see spy going to $388, then an epic rug pull bullish then bearish. Tesla to $783. ️",agautam983,"Homewood, AL",2022-06-23 19:23:44+00:00
"RT @APE8FUNGUS: Top is in for the market roughly 1030 tomorrow

#GANN 

#BEARISH 

#DJX #SPX #RUT #NDX $DIA $SPY $IWM $QQQ

#BULLISH 

@Gam…",APE8FUNGUS,,2022-06-23 19:07:36+00:00
"Top is in for the market roughly 1030 tomorrow

#GANN 

#BEARISH 

#DJX #SPX #RUT #NDX $DIA $SPY $IWM $QQQ… https://t.co/Te3ATvc5H0",APE8FUNGUS,,2022-06-23 19:07:06+00:00
"@nopecharts Nice! Will the bearish/bullish indicators be on the charts as well, or just for SPY &amp; QQQ?",whoknow64306533,,2022-06-23 18:52:13+00:00
fedex earnings bullish 🟢or bearish 🩸 $fdx $spy,Rob__stone,,2022-06-23 18:29:44+00:00
"I'm not surprised Markets are choppy:

Trend is down (Bearish)
Rates are down (Bullish)
Oil Down (Bullish)
Fed Stay… https://t.co/pZwxT89f3B",ExecutiveBuying,New Jersey,2022-06-23 16:30:35+00:00
"Looks like a descending triangle, but remember always respect the longer charts, 1 hour mac d indicates very large… https://t.co/UmJxfO5ham",Kal46502093,,2022-06-23 14:54:49+00:00
$SPY JP bullish or bearish?? ⏩,ZCNB0jB78GHKAG7,"Tigard, OR 🇺🇸",2022-06-23 14:20:37+00:00
$spy 2 hour looks bullish. Smaller time frames are bearish. Possibly a c&amp;h here,ByeFunds,,2022-06-23 14:17:40+00:00
$SPY economists finally get bearish.. now the time to get bullish? ️,SeanMah62409870,"VISTA, CA 🇺🇸",2022-06-23 14:17:19+00:00
"$SPY TW0E Numbers &amp; Game Plan: $376 needs to hold today to have a test of $380.55.

Above $376 -&gt; Bullish 
Below $3… https://t.co/qc82WwWafT",ProTrader_Vini,United States of America,2022-06-23 13:31:36+00:00
"Trading Plan for 6/23:

SPY:
BULLISH: Above 377.54 - 378.90
BEARISH: Below 372.07 (PM low)
Support: 372.07, 367.68… https://t.co/8xEmaLsMPq",DWadeC1,,2022-06-23 12:49:42+00:00
"SwX is red - bearish, but may be painting a large bullish divergence. Daily MoM is turning up from the -8 depressed… https://t.co/d1HJpWUiKG",SeanMah62409870,"VISTA, CA 🇺🇸",2022-06-23 12:23:21+00:00
"SwX is red - bearish, but may be painting a large bullish divergence. Daily MoM is turning up from the -8 depressed… https://t.co/TzDtal1Dte",lunatictrader1,,2022-06-23 12:21:06+00:00
$SPY crude down is bearish for spy.  Not sure why people are reading that as bullish. ️,tu_invernadero,"Olathe, KS",2022-06-23 11:56:15+00:00
RT @PassportVoter: #Bitcoin I spy with my little eye TWO head and shoulders patterns. One bullish and one bearish. Which way will it go? 👀🧐…,PassportVoter,Chicago Illinois,2022-06-23 11:40:21+00:00
"$ES If you are bearish , here is your ""Probable""  Fib's numbers. Bear in mind that this very well could be… https://t.co/Ags3cF8coj",samitrading1,Great minds discuss Ideas !,2022-06-23 11:04:40+00:00
"$FUTU china pump (sigh)
Chart looking strong ig
Short term Bullish November Bearish
Mill orders Selling 8/19 55P Bu… https://t.co/lkai8RIXJA",GGGinvestor,Traphouse,2022-06-23 03:35:48+00:00
RT @macromarcel: Everybody’s so bearish that I’m turning bullish $spy $qqqs,macromarcel,"Austin, TX",2022-06-23 00:02:58+00:00
"$SPY lol why everyone's bearish, let's have some bullish arguments! ↘",TutardV,"Grand Rapids, MI 🇺🇸",2022-06-22 23:19:02+00:00
"I'm very bullish going into quarter end due to: quarter end rebalancing into equities due to underperformance, $VIX… https://t.co/E7uOr36Not",A_P_Capital,"Miami, FL",2022-06-22 21:46:10+00:00
"RT @SwingTradeBot: Tonight's scans: 48% bullish, 51% bearish. Top 2: Non-ADX 1,2,3,4 Bearish &amp; Lower Bollinger Band Walk $SPY $QQQ $STUDY h…",AlertTrade,,2022-06-22 21:39:05+00:00
"Tonight's scans: 48% bullish, 51% bearish. Top 2: Non-ADX 1,2,3,4 Bearish &amp; Lower Bollinger Band Walk $SPY $QQQ… https://t.co/NBzvutx4ab",SwingTradeBot,,2022-06-22 21:37:21+00:00
Wednesday Stock Market Recap: Bullish Alerts:Bearish Alerts 2280:2416 $SPY $QQQ $STUDY https://t.co/jDfB3omYpK,SwingTradeBot,,2022-06-22 21:28:27+00:00
"RT @nopecharts: How'd NOPE do on $SPY today?

- 1 Bullish Signal alerted. 1 / 1 🎯 successful.
- 3 Bearish Signals alerted. 3 / 3 🎯 successf…",unusual_whales,,2022-06-22 21:25:35+00:00
"How'd NOPE do on $SPY today?

- 1 Bullish Signal alerted. 1 / 1 🎯 successful.
- 3 Bearish Signals alerted. 3 / 3 🎯… https://t.co/ZoZ6eU8Vbc",nopecharts,,2022-06-22 21:07:18+00:00
"$SPY everyone is so bearish, it kind of makes me bullish for tomorrow 💯",ml697697,"EL PASO, TX 🇺🇸",2022-06-22 20:28:33+00:00
"Chart is blowed without the bullish engulfing for $SPY, but unless it is forced into a shooting star / it’s not bea… https://t.co/T2mZVlHY7q",EthanFinancial,"Memphis, TN",2022-06-22 19:40:08+00:00
$SPY bought risky $376 puts expiring today for $30 lets see how this close… But still have $427 calls for August 19… https://t.co/JUZ5KCu5yL,ClaytonDallin,"Shawnee, OK 🇺🇸",2022-06-22 19:31:48+00:00
Bearish engulfing forming on the $vix today confirmed with bullish engulfing on $spy if we close at these levels,nicklampasona,"Fort Lauderdale, FL",2022-06-22 18:41:13+00:00
"$SPY $SPX $ES_F
💡SPY weekly candle breakdown:

-Inside weekly candle pattern 
-Inside Candle (bullish so far)
-Gap… https://t.co/tYhNtMm1Ox",KennyTrades52,"Florida, USA",2022-06-22 18:27:43+00:00
#Bitcoin I spy with my little eye TWO head and shoulders patterns. One bullish and one bearish. Which way will it g… https://t.co/Z13SfdGV85,PassportVoter,Chicago Illinois,2022-06-22 18:24:06+00:00
"$SPY The 200 dma seems so impossible that when we finally hit and reject it, the bears will turn bullish and I will be bearish again. 💗",HandsComputer,,2022-06-22 16:29:46+00:00
Not being Bearish or Bullish but this rally is based on what???? Anyone name a Green Chute oil and energy is cheap… https://t.co/bSavMleE0u,fluid_capital,"Austin, TX",2022-06-22 16:08:56+00:00
Being that we are near targeted zone something I do is start getting calls b4 selling my puts. Sometimes $SPY likes… https://t.co/hp4To4bVMh,AbrahamI26,,2022-06-22 16:00:26+00:00
"$spx $spy $qqq No one seems to be talking about the potential bullish falling wedges. If confirmed, then there coul… https://t.co/tnhzfclKAq",alphamusings,,2022-06-22 15:21:46+00:00
"RT @tradebettor: #SP500 back in the wedge, testing the support. Pretty simple: $SPY above $370 is bullish, below $369 is bearish https://t.…",moniology,Pluto,2022-06-22 14:30:13+00:00
$SPY bearish. Nothing to be bullish about in that statement. Gonna push a recession as well as negetive impact on company earnings 🥇,MaitraiM,World Wide Web,2022-06-22 14:24:08+00:00
"RT @CblastBT: $SPY Daily Flow Analysis 🌊

20 Dark Pool Prints on $SPY at ~375 level for $101 Billion 

Bullish Flow $4.85 Million | Bearish…",_Cb1astBT,Virginia Beach,2022-06-22 13:41:43+00:00
"#SP500 back in the wedge, testing the support. Pretty simple: $SPY above $370 is bullish, below $369 is bearish https://t.co/cg9VGqp7QQ",tradebettor,"FL, USA",2022-06-22 13:27:38+00:00
"#ES_F #NQ_F

Support 3700-3710 then 3725 green light resistance

Below 3700 without reclaim sends us lower

Yday co… https://t.co/7NmYjNACn7",OptionswithKev,,2022-06-22 13:16:02+00:00
"Yesterday's #Cboe Index Options activity.

Puts were 55.86% of the total.

Normal activity, not too bullish and not… https://t.co/LEgjJ5Wnhz",PointBlank_Algo,Earth,2022-06-22 12:30:45+00:00
"$SPY Good gap down this morning, giving up roughly 8 points before this rebound from the $367.70 S/R to it’s curren… https://t.co/IImMXckh77",CapitalGainz5,"Texas, USA",2022-06-22 11:39:15+00:00
Are you guys bullish or bearish for the day? $SPY $QQQ $TSLA $AMZN $BA,stocktalk02,,2022-06-22 11:25:13+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",Hantus_M,Africa ,2022-06-22 11:05:12+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",enter_order,Singapore,2022-06-22 08:11:59+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",AnantBadhiye,,2022-06-22 07:36:59+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",FuturosRbc,38411 Czech Republik,2022-06-22 07:34:52+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",ISABELNET_SA,Luxembourg,2022-06-22 07:34:21+00:00
RT @_0dte: $QQQ Consolidated into an hourly bull flag while $SPY bulls completed an island bottom reversal. Charts say bullish now all we n…,Bonyba2,,2022-06-22 05:16:46+00:00
"classic range 30 - 80, looking to reclaim 50 as support to 80 and 3800 for bullish count, if not then it's bearish… https://t.co/sapD9F2qtX",ESNQSPX,"Los Angeles, CA",2022-06-22 05:14:23+00:00
$SPY everyone’s bearish it’s bullish ❗,NickVega683,"Bombay, NY 🇺🇸",2022-06-22 03:03:46+00:00
"""Market Thoughts"" @ close focusing on 2 propriety signals Bullish/Bearish Thrust Trend &amp; The 2-Day Rule reflecting… https://t.co/MtTE6NEZ4O",TheMrDev,~ Southern California ~,2022-06-22 01:41:13+00:00
$QQQ Consolidated into an hourly bull flag while $SPY bulls completed an island bottom reversal. Charts say bullish… https://t.co/zW6SfzI1y1,_0dte,"Austin, TX",2022-06-22 00:59:17+00:00
RT @StockEdMarket09: $SPY $IWM $VIX $AMC: #SPY pullback expected by 65% chance of occurring per Thomas Bulkowski; $350 still expected. #IWM…,StockEdMarket09,"Austin, TX",2022-06-22 00:41:28+00:00
$SPY $IWM $VIX $AMC: #SPY pullback expected by 65% chance of occurring per Thomas Bulkowski; $350 still expected.… https://t.co/pAmuQryTgb,StockEdMarket09,"Austin, TX",2022-06-21 23:56:45+00:00
"RT @Stone_Invest1: $QQQ $SPY I want to say that when you see a bullish cross or bearish cross 

That doesn’t mean buy or sell. 

That’s a g…",MrMoneybags1738,wALL Street,2022-06-21 23:43:22+00:00
"$QQQ $SPY I want to say that when you see a bullish cross or bearish cross 

That doesn’t mean buy or sell. 

That’… https://t.co/y0ri8d5zvw",Stone_Invest1,GA 👇,2022-06-21 23:41:12+00:00
$SPY let's be honest who really controls futures cuz it ain't us. its could be a guy rolling dice. evens bullish od… https://t.co/upnoToBWsD,SunitaJanu85,Chicago 🇺🇸,2022-06-21 23:36:10+00:00
"RT @CblastBT: $SPY Daily Flow Analysis 🌊

20 Dark Pool Prints on $SPY at ~375 level for $101 Billion 

Bullish Flow $4.85 Million | Bearish…",ELKIE1910,"Cabanatuan, Central Luzon",2022-06-21 23:13:38+00:00
"$SPY Daily Flow Analysis 🌊

20 Dark Pool Prints on $SPY at ~375 level for $101 Billion 

Bullish Flow $4.85 Million… https://t.co/e9ASBg97xt",CblastBT,Virginia Beach,2022-06-21 23:12:57+00:00
$SPY Today was a relief bounce with a gapup and consolidate all day today on very low volume. High anticipation for… https://t.co/6QVbK06uYA,StockOptionCole,Signup for our Private Discord,2022-06-21 23:02:57+00:00
"RT @SwingTradeBot: Tonight's scans: 47% bullish, 52% bearish. Top 2: Lower Bollinger Band Walk &amp; Slingshot Bearish $SPY $QQQ $STUDY https:/…",AlertTrade,,2022-06-21 22:37:07+00:00
"Tonight's scans: 47% bullish, 52% bearish. Top 2: Lower Bollinger Band Walk &amp; Slingshot Bearish $SPY $QQQ $STUDY https://t.co/iaZygyDgaD",SwingTradeBot,,2022-06-21 21:39:43+00:00
Tuesday Stock Market Recap: Bullish Alerts:Bearish Alerts 2301:2525 $SPY $QQQ $STUDY https://t.co/jDfB3omYpK,SwingTradeBot,,2022-06-21 21:29:17+00:00
"$SPY 
Call on the 🛍️ Ask side = 🐂 Bullish
Call on the 🦴 Bid side = 🐻 Bearish
Put on the 🛍️ Ask side = 🐻 Bearish
Put… https://t.co/AxafMcdi7j",LyfeOfPELK,"Illinois, USA",2022-06-21 18:32:57+00:00
$SPY this feed is bullish after big up days and bearish after big down days. people are sheep.. buying high and selling low ⭐,DanielandHfu,"Fairfax, VT 🇺🇸",2022-06-21 18:16:18+00:00
$META just broke major sloping support from 2018 on daily. looking bearish at $159 if bounce back up then bullish i… https://t.co/fPh3OxQ2T4,TopTradingEdge,East Coast,2022-06-21 17:15:03+00:00
its foolish to be bullish in the bearish market ‼️ #spy,dezai7,"New York, USA",2022-06-21 15:56:06+00:00
"$SPY   Keep an eye on what happens at 375.00.

BULLISH above
BEARISH below

And look at $SVXY too, while you're at… https://t.co/Lr7lU4xUUA",RTTradingIdeas,,2022-06-21 15:30:03+00:00
$SPY #SPY Today's live intraday options activity. 💶 Spike in the bearish flow gave clues to partial gap fill. We wi… https://t.co/d2yJWpByZg,ShadowOptions,,2022-06-21 15:14:31+00:00
"RT @LyfeOfPELK: $SPY Low volume is not bearish 
rather its bullish 
generally market enters cycles of aggressive selling and passive buying…",TristonRamos_,,2022-06-21 13:52:10+00:00
"$SPY Low volume is not bearish 
rather its bullish 
generally market enters cycles of aggressive selling and passiv… https://t.co/nduFkWxQl2",LyfeOfPELK,"Illinois, USA",2022-06-21 13:50:41+00:00
"$SPY 

TAKING PROFIT ON THESE CONTRACTS

1$ To 1.70

Sellin tsla into strength here 

Its just trading not bullish… https://t.co/kQ6Hnpn54o",optionstalker,,2022-06-21 13:41:48+00:00
RT @girldadninja: There’s a time to be bullish and a time to be bearish. $TSLA $SPY $SPX,girldadninja,,2022-06-21 13:25:41+00:00
"RT @ProTrader_Vini: $SPY TW0E Numbers &amp; Game Plan: Gapping up above $371.

$369 is the level for the day to have a bounce...

Bullish above…",eugenegan,Singapore,2022-06-21 13:23:06+00:00
"$SPY TW0E Numbers &amp; Game Plan: Gapping up above $371.

$369 is the level for the day to have a bounce...

Bullish a… https://t.co/B3VC1XQ4E7",ProTrader_Vini,United States of America,2022-06-21 13:22:53+00:00
"In the last weeks Elliottsion were arguing about their counts bullish- bearish ""Bearish counts "" played out. Since… https://t.co/8CYzzWN9zP",samitrading1,Great minds discuss Ideas !,2022-06-21 13:20:37+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",tslaholder0315,"台北市, 台灣",2022-06-21 12:43:33+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",FAM_bloggt,"Marburg, Deutschland",2022-06-21 12:01:33+00:00
"RT @PrimeTrading_: PT daily Update &amp; Focuslist is sent 🖊️

▪️ $IWM $SPY $QQQ still below all kma's 📉
▪️ Bullish &amp; Bearish scenarios ready (…",PrimeTrading_,Canada,2022-06-21 11:41:57+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",NABE0172371642,,2022-06-21 11:29:28+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",ThomasBittnerT1,Freiburg im Breisgau,2022-06-21 11:12:59+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",philippe_waelti,Geneva,2022-06-21 11:05:20+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",raikk61,,2022-06-21 10:43:01+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",inyongkim10,,2022-06-21 10:40:00+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",Sufiy,Global.,2022-06-21 10:35:54+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",newsforextrader,"Germany, Hamburg",2022-06-21 10:29:27+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",TeslaAgnostic,Germany,2022-06-21 10:28:31+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",xanadutk,東京,2022-06-21 10:18:33+00:00
"🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
#markets… https://t.co/jDCs1CxHJ0",diegolozadaic,,2022-06-21 10:17:13+00:00
"RT @ISABELNET_SA: 🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉 https://t.co/jJ1…",MCHVLL1,,2022-06-21 10:16:38+00:00
"🇺🇸 Sentiment

Investor sentiment is very bearish. Should US equity investors expect a reflexive rally?
👉… https://t.co/ZUQNLa0Xzj",ISABELNET_SA,Luxembourg,2022-06-21 10:15:45+00:00
"RT @PrimeTrading_: PT daily Update &amp; Focuslist is sent 🖊️

▪️ $IWM $SPY $QQQ still below all kma's 📉
▪️ Bullish &amp; Bearish scenarios ready (…",icedogMark,United States,2022-06-21 10:15:15+00:00
There’s a time to be bullish and a time to be bearish. $TSLA $SPY $SPX https://t.co/cP24fshQgc,girldadninja,,2022-06-21 08:03:53+00:00
"Change of the plan for tmr: 3733 as pivot.

Above bullish, below bearish.

3710 minor support.

$ES $SPY https://t.co/yZcgHVye1j",KirkyTrades,"Taipei City, Taiwan",2022-06-21 05:36:55+00:00
"$BTC &gt; 20k bullish week 
$BTC &lt; 20k bearish/choppy week 
Im bullish tho #StockMarket #trade $SPY $QQQ $SPX",NP_Trader01,Money Printer 🖨💰,2022-06-21 01:31:34+00:00
"RT @themarketbear: /NQ /ES $SPY $QQQ - It’s intriguing that many believe the FED does not directly control / manipulate the stock market, d…",kenr0966,"41.136801,-73.986265",2022-06-21 01:08:09+00:00
/NQ /ES $SPY $QQQ - It’s intriguing that many believe the FED does not directly control / manipulate the stock mark… https://t.co/ykVItke2y8,themarketbear,United States,2022-06-21 00:50:55+00:00
"PT daily Update &amp; Focuslist is sent 🖊️

▪️ $IWM $SPY $QQQ still below all kma's 📉
▪️ Bullish &amp; Bearish scenarios re… https://t.co/u0zz5WpCtX",PrimeTrading_,Canada,2022-06-21 00:38:59+00:00
"@faststocknewss Is this usually bullish or bearish for the $SPY?

Genuinely asking.",inevergohome,On top of the world,2022-06-21 00:06:38+00:00
"RT @ThetaWarrior: DISCLAIMER: HIGH RISK #LottoFriday

Keep bets small. Play with what you can lose.

$AAPL 152.5C &gt;151.74 | 149P &lt;149.77
$C…",Thetalwarrior,USA (NYSE),2022-06-20 21:38:23+00:00
